coin,entry_time,exit_time,direction,entry_price,exit_price,tp,sl,rr,bars_held,net_pnl,outcome,lgbm_conf
AVAXUSDT,2026-05-17 21:00:00+00:00,2026-05-17 23:00:00+00:00,SHORT,9.312342,9.194595,9.20671,9.410408,1.08,2,0.2961,GUARDIAN_MOMENTUM_FLOOR,0.8283
SOLUSDT,2026-05-18 04:00:00+00:00,2026-05-18 19:00:00+00:00,SHORT,85.167395,84.992475,83.31,87.310153,0.87,15,0.0313,GUARDIAN_EXIT,0.7042
XRPUSDT,2026-05-18 04:00:00+00:00,2026-05-18 19:00:00+00:00,SHORT,1.393403,1.387894,1.36,1.43219,0.86,15,0.0788,GUARDIAN_EXIT,0.7652
TONUSDT,2026-05-18 04:00:00+00:00,2026-05-18 12:00:00+00:00,SHORT,1.945727,2.012491,1.8669,2.011485,1.2,8,-0.4751,LOSS,0.8502
LINKUSDT,2026-05-18 04:00:00+00:00,2026-05-18 19:00:00+00:00,SHORT,9.55522,9.510753,9.319,9.818833,0.9,15,0.0162,GUARDIAN_MOMENTUM_FLOOR,0.7272
NEARUSDT,2026-05-18 04:00:00+00:00,2026-05-18 10:00:00+00:00,SHORT,1.511244,1.508754,1.462,1.558622,1.04,6,0.0212,GUARDIAN_EXIT,0.7052
ADAUSDT,2026-05-18 05:00:00+00:00,2026-05-19 11:00:00+00:00,SHORT,0.249675,0.248524,0.244663,0.257153,0.67,30,0.0952,GUARDIAN_EXIT,0.7088
1000SHIBUSDT,2026-05-18 05:00:00+00:00,2026-05-19 17:00:00+00:00,SHORT,0.005693,0.005696,0.005569,0.005878,0.67,36,-0.0325,TIMEOUT,0.7093
AVAXUSDT,2026-05-18 05:00:00+00:00,2026-05-18 17:00:00+00:00,SHORT,9.150422,9.12556,8.932,9.380357,0.95,12,0.0479,GUARDIAN_EXIT,0.8402
POLUSDT,2026-05-18 05:00:00+00:00,2026-05-18 17:00:00+00:00,SHORT,0.090545,0.090125,0.08823,0.092891,0.99,12,0.0959,GUARDIAN_EXIT,0.784
TRXUSDT,2026-05-18 06:00:00+00:00,2026-05-18 13:00:00+00:00,SHORT,0.355572,0.357772,0.353519,0.357593,1.02,7,-0.1747,LOSS,0.7555
ONDOUSDT,2026-05-18 08:00:00+00:00,2026-05-18 20:00:00+00:00,SHORT,0.33923,0.348224,0.329831,0.34805,1.07,12,-0.4056,LOSS,0.7156
TONUSDT,2026-05-18 12:00:00+00:00,2026-05-18 21:00:00+00:00,SHORT,2.046976,2.035017,1.9039,2.1183,2.01,9,0.1261,GUARDIAN_EXIT,0.9337
BTCUSDT,2026-05-18 13:00:00+00:00,2026-05-19 14:00:00+00:00,SHORT,76875.543,76403.88285,75910.547386,77693.948904,1.18,25,0.1334,GUARDIAN_EXIT,0.7153
TRXUSDT,2026-05-18 13:00:00+00:00,2026-05-18 16:00:00+00:00,SHORT,0.357461,0.355718,0.35428,0.359426,1.62,3,0.1019,GUARDIAN_MOMENTUM_FLOOR,0.8194
SUIUSDT,2026-05-18 16:00:00+00:00,2026-05-19 01:00:00+00:00,LONG,1.03982,1.054672,1.069375,1.017653,1.33,9,0.3371,GUARDIAN_MOMENTUM_FLOOR,0.7814
TRXUSDT,2026-05-18 20:00:00+00:00,2026-05-20 08:00:00+00:00,SHORT,0.355712,0.35589,0.35293,0.359055,0.83,36,-0.0325,TIMEOUT,0.7934
DOGEUSDT,2026-05-19 02:00:00+00:00,2026-05-20 14:00:00+00:00,LONG,0.104142,0.10409,0.106447,0.101864,1.01,36,-0.0325,TIMEOUT,0.8097
POLUSDT,2026-05-19 18:00:00+00:00,2026-05-20 23:00:00+00:00,SHORT,0.089595,0.090908,0.088106,0.090862,1.18,29,-0.3863,LOSS,0.702
DOTUSDT,2026-05-20 12:00:00+00:00,2026-05-20 18:00:00+00:00,LONG,1.235618,1.245377,1.254747,1.220218,1.24,6,0.1775,GUARDIAN_MOMENTUM_FLOOR,0.7584
ETHUSDT,2026-05-20 13:00:00+00:00,2026-05-20 15:00:00+00:00,LONG,2120.79987,2134.63215,2144.545848,2100.073505,1.15,2,0.1431,GUARDIAN_MOMENTUM_FLOOR,0.8202
SUIUSDT,2026-05-20 13:00:00+00:00,2026-05-20 18:00:00+00:00,LONG,1.047223,1.066666,1.073838,1.025546,1.23,5,0.4442,GUARDIAN_MOMENTUM_FLOOR,0.8379
TRXUSDT,2026-05-21 07:00:00+00:00,2026-05-21 13:00:00+00:00,LONG,0.3596,0.361769,0.361486,0.358089,1.25,6,0.1308,GUARDIAN_MOMENTUM_FLOOR,0.7755
SOLUSDT,2026-05-21 08:00:00+00:00,2026-05-21 13:00:00+00:00,SHORT,86.746605,86.06301,85.586983,87.616322,1.33,5,0.177,GUARDIAN_MOMENTUM_FLOOR,0.7656
ETHUSDT,2026-05-21 08:00:00+00:00,2026-05-21 13:00:00+00:00,SHORT,2135.981475,2120.59977,2111.530032,2163.112861,0.9,5,0.16,GUARDIAN_MOMENTUM_FLOOR,0.8441
XRPUSDT,2026-05-21 08:00:00+00:00,2026-05-21 15:00:00+00:00,SHORT,1.37881,1.36138,1.36229,1.391201,1.33,7,0.296,GUARDIAN_MOMENTUM_FLOOR,0.8325
1000SHIBUSDT,2026-05-21 08:00:00+00:00,2026-05-21 13:00:00+00:00,SHORT,0.005816,0.005773,0.005747,0.005868,1.33,5,0.1657,GUARDIAN_MOMENTUM_FLOOR,0.8271
AVAXUSDT,2026-05-21 08:00:00+00:00,2026-05-21 13:00:00+00:00,SHORT,9.402296,9.328662,9.242325,9.522275,1.33,5,0.1758,GUARDIAN_MOMENTUM_FLOOR,0.7235
LINKUSDT,2026-05-21 08:00:00+00:00,2026-05-21 12:00:00+00:00,SHORT,9.669163,9.578787,9.521587,9.807894,1.06,4,0.2137,GUARDIAN_MOMENTUM_FLOOR,0.827
DOTUSDT,2026-05-21 08:00:00+00:00,2026-05-21 13:00:00+00:00,SHORT,1.273363,1.258629,1.246,1.297381,1.14,5,0.2693,GUARDIAN_MOMENTUM_FLOOR,0.9216
POLUSDT,2026-05-21 08:00:00+00:00,2026-05-21 12:00:00+00:00,SHORT,0.091424,0.090495,0.090417,0.09218,1.33,4,0.234,GUARDIAN_MOMENTUM_FLOOR,0.8162
ARBUSDT,2026-05-21 08:00:00+00:00,2026-05-21 13:00:00+00:00,SHORT,0.111344,0.110255,0.108646,0.114175,0.95,5,0.2246,GUARDIAN_MOMENTUM_FLOOR,0.7329
AVAXUSDT,2026-05-21 15:00:00+00:00,2026-05-22 06:00:00+00:00,LONG,9.376686,9.482256,9.546294,9.243598,1.27,15,0.2615,GUARDIAN_MOMENTUM_FLOOR,0.7681
BNBUSDT,2026-05-21 16:00:00+00:00,2026-05-21 18:00:00+00:00,LONG,651.86577,656.041815,658.813224,644.903136,1.0,2,0.1402,GUARDIAN_MOMENTUM_FLOOR,0.8517
TAOUSDT,2026-05-21 20:00:00+00:00,2026-05-22 04:00:00+00:00,SHORT,283.728065,282.451155,274.31,291.34313,1.24,8,0.0925,GUARDIAN_EXIT,0.7783
SUIUSDT,2026-05-21 21:00:00+00:00,2026-05-22 02:00:00+00:00,SHORT,1.122538,1.110355,1.077,1.175006,0.87,5,0.2513,GUARDIAN_EXIT,0.7234
LINKUSDT,2026-05-21 22:00:00+00:00,2026-05-22 12:00:00+00:00,SHORT,9.723136,9.899353,9.557515,9.894405,0.97,14,-0.4731,LOSS,0.7299
ADAUSDT,2026-05-21 23:00:00+00:00,2026-05-22 18:00:00+00:00,SHORT,0.250375,0.245623,0.246403,0.254793,0.9,19,0.4545,GUARDIAN_MOMENTUM_FLOOR,0.7047
SUIUSDT,2026-05-22 04:00:00+00:00,2026-05-22 18:00:00+00:00,LONG,1.110955,1.077487,1.1504,1.078026,1.2,14,-0.6042,LOSS,0.8057
ETHUSDT,2026-05-22 12:00:00+00:00,2026-05-22 15:00:00+00:00,SHORT,2133.142895,2119.55925,2114.080345,2147.439807,1.33,3,0.1392,GUARDIAN_MOMENTUM_FLOOR,0.7591
XRPUSDT,2026-05-22 12:00:00+00:00,2026-05-22 15:00:00+00:00,SHORT,1.364417,1.353476,1.349942,1.379119,0.98,3,0.1805,GUARDIAN_MOMENTUM_FLOOR,0.7203
TAOUSDT,2026-05-22 12:00:00+00:00,2026-05-23 12:00:00+00:00,SHORT,290.104875,259.159515,279.16,296.85102,1.62,24,2.6467,GUARDIAN_MOMENTUM_EXIT,0.7868
HBARUSDT,2026-05-22 12:00:00+00:00,2026-05-22 20:00:00+00:00,SHORT,0.090845,0.088894,0.08884,0.091783,2.14,8,0.5167,GUARDIAN_MOMENTUM_FLOOR,0.7872
ARBUSDT,2026-05-22 13:00:00+00:00,2026-05-22 18:00:00+00:00,SHORT,0.114143,0.110355,0.110959,0.116531,1.33,5,0.8096,GUARDIAN_MOMENTUM_FLOOR,0.7045
TRXUSDT,2026-05-22 14:00:00+00:00,2026-05-23 14:00:00+00:00,SHORT,0.361209,0.35935,0.357973,0.366109,0.66,24,0.1087,GUARDIAN_EXIT,0.7324
DOGEUSDT,2026-05-22 16:00:00+00:00,2026-05-22 18:00:00+00:00,SHORT,0.105927,0.104262,0.104336,0.107138,1.31,2,0.3729,GUARDIAN_MOMENTUM_FLOOR,0.8357
ONDOUSDT,2026-05-22 16:00:00+00:00,2026-05-23 10:00:00+00:00,SHORT,0.444877,0.4008,0.408,0.482857,0.97,18,2.4569,GUARDIAN_MOMENTUM_FLOOR,0.9381
BNBUSDT,2026-05-22 17:00:00+00:00,2026-05-22 18:00:00+00:00,SHORT,659.84991,654.18693,652.926425,666.680871,1.01,1,0.1946,GUARDIAN_MOMENTUM_FLOOR,0.8626
ETHUSDT,2026-05-22 18:00:00+00:00,2026-05-22 20:00:00+00:00,SHORT,2097.91052,2073.27612,2069.131437,2144.524771,0.62,2,0.2736,GUARDIAN_MOMENTUM_FLOOR,0.7214
POLUSDT,2026-05-22 22:00:00+00:00,2026-05-22 23:00:00+00:00,SHORT,0.091194,0.090275,0.089504,0.092662,1.15,1,0.232,GUARDIAN_MOMENTUM_FLOOR,0.7344
HBARUSDT,2026-05-22 22:00:00+00:00,2026-05-23 13:00:00+00:00,SHORT,0.088726,0.086963,0.08728,0.090382,0.87,15,0.4765,GUARDIAN_MOMENTUM_FLOOR,0.8014
ADAUSDT,2026-05-23 07:00:00+00:00,2026-05-23 20:00:00+00:00,SHORT,0.237681,0.245299,0.232976,0.245176,0.63,13,-0.8213,LOSS,0.7649
1000PEPEUSDT,2026-05-23 13:00:00+00:00,2026-05-23 21:00:00+00:00,LONG,0.003528,0.003662,0.003618,0.003417,0.81,8,0.926,GUARDIAN_MOMENTUM_FLOOR,0.8037
ETHUSDT,2026-05-23 20:00:00+00:00,2026-05-24 20:00:00+00:00,SHORT,2144.517205,2092.98597,2026.1,2176.356714,3.72,24,0.5807,GUARDIAN_EXIT,0.7178
BNBUSDT,2026-05-23 20:00:00+00:00,2026-05-24 20:00:00+00:00,SHORT,661.539065,655.86777,639.57,667.659393,3.59,24,0.1943,GUARDIAN_EXIT,0.7005
NEARUSDT,2026-05-24 17:00:00+00:00,2026-05-25 13:00:00+00:00,SHORT,2.432783,2.546117,2.289405,2.544844,1.28,20,-0.6754,LOSS,0.7997
BTCUSDT,2026-05-24 20:00:00+00:00,2026-05-25 02:00:00+00:00,LONG,76677.41955,77025.56795,77294.4,76013.544692,0.93,6,0.0935,GUARDIAN_MOMENTUM_FLOOR,0.7539
TAOUSDT,2026-05-24 23:00:00+00:00,2026-05-25 19:00:00+00:00,SHORT,274.56265,281.057143,266.815911,280.916685,1.22,20,-0.6113,LOSS,0.7335
POLUSDT,2026-05-25 01:00:00+00:00,2026-05-25 05:00:00+00:00,SHORT,0.089925,0.091063,0.088616,0.091017,1.2,4,-0.3363,LOSS,0.7057
DOGEUSDT,2026-05-26 09:00:00+00:00,2026-05-26 14:00:00+00:00,LONG,0.101181,0.102779,0.102422,0.10007,1.12,5,0.3748,GUARDIAN_MOMENTUM_FLOOR,0.7848
DOTUSDT,2026-05-26 10:00:00+00:00,2026-05-27 00:00:00+00:00,SHORT,1.286356,1.262631,1.237,1.310603,2.04,14,0.1751,GUARDIAN_MOMENTUM_FLOOR,0.7039
BTCUSDT,2026-05-26 13:00:00+00:00,2026-05-26 16:00:00+00:00,SHORT,77160.6004,76572.8673,76303.9357,77814.166175,1.31,3,0.1704,GUARDIAN_MOMENTUM_FLOOR,0.8029
SOLUSDT,2026-05-26 13:00:00+00:00,2026-05-26 20:00:00+00:00,SHORT,85.43726,83.911935,83.95,86.448927,1.47,7,0.4263,GUARDIAN_MOMENTUM_FLOOR,0.7402
BNBUSDT,2026-05-26 14:00:00+00:00,2026-05-26 19:00:00+00:00,SHORT,662.878395,657.878775,655.063071,668.739888,1.33,5,0.1686,GUARDIAN_MOMENTUM_FLOOR,0.7402
XRPUSDT,2026-05-26 14:00:00+00:00,2026-05-27 04:00:00+00:00,SHORT,1.350924,1.330865,1.331139,1.365763,1.33,14,0.3512,GUARDIAN_MOMENTUM_FLOOR,0.7136
ADAUSDT,2026-05-26 14:00:00+00:00,2026-05-26 17:00:00+00:00,SHORT,0.243678,0.23972,0.239323,0.246944,1.33,3,0.3861,GUARDIAN_MOMENTUM_FLOOR,0.7744
AVAXUSDT,2026-05-26 14:00:00+00:00,2026-05-27 00:00:00+00:00,SHORT,9.344326,9.190593,9.160335,9.506998,1.13,10,0.3913,GUARDIAN_MOMENTUM_FLOOR,0.7438
HBARUSDT,2026-05-26 14:00:00+00:00,2026-05-26 20:00:00+00:00,SHORT,0.088146,0.086883,0.086759,0.089237,1.27,6,0.3381,GUARDIAN_MOMENTUM_FLOOR,0.7064
TRXUSDT,2026-05-26 16:00:00+00:00,2026-05-27 15:00:00+00:00,SHORT,0.374743,0.371356,0.370908,0.378119,1.14,23,0.206,GUARDIAN_MOMENTUM_FLOOR,0.7503
ETHUSDT,2026-05-26 23:00:00+00:00,2026-05-27 18:00:00+00:00,SHORT,2071.953505,2056.797885,2042.423447,2096.382514,1.21,19,0.1629,GUARDIAN_MOMENTUM_FLOOR,0.7247
1000PEPEUSDT,2026-05-27 00:00:00+00:00,2026-05-27 04:00:00+00:00,SHORT,0.00354,0.003506,0.003474,0.00359,1.29,4,0.2157,GUARDIAN_MOMENTUM_FLOOR,0.7549
ADAUSDT,2026-05-27 01:00:00+00:00,2026-05-27 04:00:00+00:00,SHORT,0.24018,0.23962,0.236514,0.243417,1.13,3,0.0383,GUARDIAN_MOMENTUM_FLOOR,0.7348
1000SHIBUSDT,2026-05-27 01:00:00+00:00,2026-05-27 04:00:00+00:00,SHORT,0.005532,0.005521,0.005459,0.005587,1.33,3,0.0318,GUARDIAN_MOMENTUM_FLOOR,0.7111
ARBUSDT,2026-05-27 08:00:00+00:00,2026-05-27 13:00:00+00:00,SHORT,0.108746,0.108454,0.106069,0.111069,1.15,5,0.047,GUARDIAN_EXIT,0.7252
SOLUSDT,2026-05-27 13:00:00+00:00,2026-05-28 01:00:00+00:00,LONG,83.631795,82.319375,84.909573,82.360556,1.01,12,-0.4123,LOSS,0.7599
XRPUSDT,2026-05-27 13:00:00+00:00,2026-05-27 15:00:00+00:00,LONG,1.323962,1.335132,1.341687,1.310668,1.33,2,0.1909,GUARDIAN_MOMENTUM_FLOOR,0.8124
ADAUSDT,2026-05-27 13:00:00+00:00,2026-05-27 15:00:00+00:00,LONG,0.239019,0.241079,0.242835,0.235546,1.1,2,0.1955,GUARDIAN_MOMENTUM_FLOOR,0.7932
LINKUSDT,2026-05-27 13:00:00+00:00,2026-05-27 16:00:00+00:00,LONG,9.327662,9.351322,9.495804,9.201555,1.33,3,0.0434,GUARDIAN_EXIT,0.7719
DOTUSDT,2026-05-27 14:00:00+00:00,2026-05-28 03:00:00+00:00,LONG,1.252626,1.222847,1.286792,1.223458,1.17,13,-0.3933,LOSS,0.7585
XRPUSDT,2026-05-27 19:00:00+00:00,2026-05-27 22:00:00+00:00,LONG,1.330765,1.312136,1.351196,1.312792,1.14,3,-0.37,LOSS,0.8001
DOGEUSDT,2026-05-27 20:00:00+00:00,2026-05-27 21:00:00+00:00,SHORT,0.102039,0.10039,0.10023,0.103822,1.01,1,0.384,GUARDIAN_MOMENTUM_FLOOR,0.7239
ADAUSDT,2026-05-27 20:00:00+00:00,2026-05-27 21:00:00+00:00,SHORT,0.24008,0.237519,0.235845,0.244459,0.97,1,0.2467,GUARDIAN_MOMENTUM_FLOOR,0.8226
AVAXUSDT,2026-05-27 20:00:00+00:00,2026-05-28 00:00:00+00:00,SHORT,9.183406,9.054525,9.025154,9.327563,1.1,4,0.3309,GUARDIAN_MOMENTUM_FLOOR,0.7268
1000PEPEUSDT,2026-05-27 20:00:00+00:00,2026-05-27 23:00:00+00:00,SHORT,0.003533,0.003472,0.003455,0.00362,0.89,3,0.4116,GUARDIAN_MOMENTUM_FLOOR,0.754
BTCUSDT,2026-05-28 07:00:00+00:00,2026-05-29 14:00:00+00:00,SHORT,73430.2665,73102.3329,72466.576048,74806.222613,0.7,31,0.0916,GUARDIAN_MOMENTUM_FLOOR,0.7015
SOLUSDT,2026-05-28 07:00:00+00:00,2026-05-28 14:00:00+00:00,SHORT,81.149405,81.18057,79.64643,83.085744,0.78,7,-0.0296,GUARDIAN_EXIT,0.7265
ETHUSDT,2026-05-28 07:00:00+00:00,2026-05-29 16:00:00+00:00,SHORT,1993.24288,2038.167854,1958.525763,2037.149279,0.79,33,-0.5835,LOSS,0.7144
XRPUSDT,2026-05-28 08:00:00+00:00,2026-05-28 16:00:00+00:00,SHORT,1.287456,1.316554,1.266272,1.315896,0.74,8,-0.585,LOSS,0.8088
TONUSDT,2026-05-28 08:00:00+00:00,2026-05-28 14:00:00+00:00,SHORT,1.806696,1.747673,1.75099,1.857627,1.09,6,0.7967,GUARDIAN_MOMENTUM_FLOOR,0.752
LINKUSDT,2026-05-28 09:00:00+00:00,2026-05-29 21:00:00+00:00,SHORT,8.911542,8.915998,8.724456,9.197772,0.65,36,-0.0325,TIMEOUT,0.7377
POLUSDT,2026-05-28 12:00:00+00:00,2026-05-29 17:00:00+00:00,SHORT,0.087626,0.089091,0.086121,0.089046,1.06,29,-0.4379,LOSS,0.7137
DOTUSDT,2026-05-28 13:00:00+00:00,2026-05-29 13:00:00+00:00,SHORT,1.1994,1.192596,1.168939,1.241615,0.72,24,0.1218,GUARDIAN_EXIT,0.7004
HBARUSDT,2026-05-28 14:00:00+00:00,2026-05-28 18:00:00+00:00,LONG,0.087294,0.089535,0.090647,0.082152,0.65,4,0.622,GUARDIAN_MOMENTUM_FLOOR,0.8261
SUIUSDT,2026-05-28 22:00:00+00:00,2026-05-29 12:00:00+00:00,LONG,0.926963,0.905361,0.952908,0.905814,1.23,14,-0.6026,LOSS,0.8123
ARBUSDT,2026-05-28 22:00:00+00:00,2026-05-29 10:00:00+00:00,LONG,0.104052,0.104448,0.107245,0.100202,0.83,12,0.0751,GUARDIAN_EXIT,0.7563
ONDOUSDT,2026-05-28 23:00:00+00:00,2026-05-29 05:00:00+00:00,SHORT,0.368516,0.366983,0.356727,0.378447,1.19,6,0.0839,GUARDIAN_EXIT,0.7113
HBARUSDT,2026-05-29 01:00:00+00:00,2026-05-29 06:00:00+00:00,LONG,0.089675,0.092014,0.093333,0.086615,1.2,5,0.6321,GUARDIAN_MOMENTUM_FLOOR,0.7543
TAOUSDT,2026-05-29 05:00:00+00:00,2026-05-29 12:00:00+00:00,LONG,258.459165,252.264709,265.335547,252.390905,1.13,7,-0.6192,LOSS,0.7852
SOLUSDT,2026-05-29 14:00:00+00:00,2026-05-29 15:00:00+00:00,LONG,81.34065,82.49873,82.619102,80.381811,1.33,1,0.3359,GUARDIAN_MOMENTUM_FLOOR,0.8698
XRPUSDT,2026-05-29 14:00:00+00:00,2026-05-29 15:00:00+00:00,LONG,1.307453,1.321339,1.326966,1.292819,1.33,1,0.2455,GUARDIAN_MOMENTUM_FLOOR,0.8671
DOGEUSDT,2026-05-29 14:00:00+00:00,2026-05-29 15:00:00+00:00,LONG,0.098889,0.1003,0.100558,0.097638,1.33,1,0.3366,GUARDIAN_MOMENTUM_FLOOR,0.8747
ADAUSDT,2026-05-29 14:00:00+00:00,2026-05-29 15:00:00+00:00,LONG,0.232616,0.235482,0.236662,0.229582,1.33,1,0.288,GUARDIAN_MOMENTUM_FLOOR,0.8976
1000SHIBUSDT,2026-05-29 14:00:00+00:00,2026-05-29 18:00:00+00:00,LONG,0.005332,0.005398,0.005422,0.005266,1.37,4,0.2924,GUARDIAN_MOMENTUM_FLOOR,0.7854
AVAXUSDT,2026-05-29 14:00:00+00:00,2026-05-29 18:00:00+00:00,LONG,8.713354,8.832582,8.973,8.588225,2.08,4,0.3221,GUARDIAN_MOMENTUM_FLOOR,0.8504
1000PEPEUSDT,2026-05-29 14:00:00+00:00,2026-05-29 15:00:00+00:00,LONG,0.003362,0.00342,0.003437,0.003306,1.33,1,0.4084,GUARDIAN_MOMENTUM_FLOOR,0.8637
BTCUSDT,2026-05-29 18:00:00+00:00,2026-05-31 06:00:00+00:00,SHORT,73306.3285,73342.981664,72173.177546,74156.191715,1.33,36,-0.0325,TIMEOUT,0.7063
1000PEPEUSDT,2026-05-29 20:00:00+00:00,2026-05-30 04:00:00+00:00,LONG,0.003396,0.003407,0.003485,0.003284,0.8,8,0.0588,GUARDIAN_EXIT,0.7548
ARBUSDT,2026-05-29 23:00:00+00:00,2026-05-30 02:00:00+00:00,SHORT,0.102948,0.106371,0.100078,0.106318,0.85,3,-0.8511,LOSS,0.7119
1000SHIBUSDT,2026-05-30 07:00:00+00:00,2026-05-31 14:00:00+00:00,SHORT,0.005493,0.005462,0.005401,0.005587,0.98,31,0.1235,GUARDIAN_EXIT,0.7096
AVAXUSDT,2026-05-30 09:00:00+00:00,2026-05-31 14:00:00+00:00,SHORT,8.918538,8.876436,8.774625,9.080978,0.89,29,0.098,GUARDIAN_EXIT,0.7959
ARBUSDT,2026-05-30 09:00:00+00:00,2026-05-31 02:00:00+00:00,SHORT,0.104648,0.104352,0.102227,0.107505,0.85,17,0.0506,GUARDIAN_EXIT,0.8415
TONUSDT,2026-05-30 10:00:00+00:00,2026-05-30 14:00:00+00:00,SHORT,1.748725,1.774628,1.715371,1.773741,1.33,4,-0.3903,LOSS,0.7384
1000PEPEUSDT,2026-05-30 10:00:00+00:00,2026-05-31 04:00:00+00:00,SHORT,0.003414,0.003458,0.003359,0.003456,1.32,18,-0.3398,LOSS,0.7176
